url,images,description,title
http://stlouis.craigslist.org/ppd/3826732285.html,,"<section id=""postingbody"">
		Washers-Dryers-Refrigerators-Stoves On Sale starting at $150  <br><br> Frosty's Appliance<br> 7024 Highway 61/67<br> Barnhart, MO 63012<br><br> 636-487-0522<br><br> All Come With a Warranty and Delivery is Available!<br><br> Located 1/4 Mile South of Highway M on 61/67<br> Open until 6 PM Weekdays<br><br><br> '<a href=""http://s1169.photobucket.com/user/markwhitley1983/media/1_zpsf5f9f78a.jpg.html"" target=""_blank"" rel=""nofollow""><img src=""http://i1169.photobucket.com/albums/r511/markwhitley1983/1_zpsf5f9f78a.jpg"" border=""0"" alt="" photo 1_zpsf5f9f78a.jpg""></a><a href=""http://s1169.photobucket.com/user/markwhitley1983/media/laundry_zps9abf96f6.jpg.html"" target=""_blank"" rel=""nofollow""><img src=""http://i1169.photobucket.com/albums/r511/markwhitley1983/laundry_zps9abf96f6.jpg"" border=""0"" alt="" photo laundry_zps9abf96f6.jpg""></a>

	</section>","
  "
http://stlouis.craigslist.org/ppd/3826717964.html,,"<section id=""postingbody"">
		Top Mount Refrigerators On Sale starting at $150  <br><br> Frosty's Appliance<br> 7024 Highway 61/67<br> Barnhart, MO 63012<br><br> 636-487-0522<br><br> All Come With a Warranty and Delivery is Available!<br><br> Located 1/4 Mile South of Highway M on 61/67<br> Open until 6 PM Weekdays<br><br><br> '<a href=""http://s1169.photobucket.com/user/markwhitley1983/media/topmounts_zps4c9ea55d.jpg.html"" target=""_blank"" rel=""nofollow""><img src=""http://i1169.photobucket.com/albums/r511/markwhitley1983/topmounts_zps4c9ea55d.jpg"" border=""0"" alt="" photo topmounts_zps4c9ea55d.jpg""></a>

	</section>","
  "
http://stlouis.craigslist.org/ppd/3826732292.html,,"<section id=""postingbody"">
		314-614-7434 ~~~~~<br><br>
french doors $799.---$1199<br>
DENT DEALS STARTING @@@ $499<br><br>
OPEN TO THE PUBLIC!!!<br>
13574 NORTHWEST INDUSTRIAL DRIVE<br>
EARTH CITY, MO 63044<br>
OPEN 10AM-7PM
	</section>","
  "
http://stlouis.craigslist.org/ppd/3826718270.html,,"<section id=""postingbody"">
		FRENCH DOOR BOTTOM FREEZER EXCELLENT CONDITION  VERY CLEAN AND COMES WITH A 6 month warranty,  STOP BY AND SEE US WE ARE OPEN 7 DAYS A WEEK DISCOUNT APPLIANCE 12671 NEW HALLS FERRY RD. FLORISSANT MO. 63033 or give us a call 314-839-5100 WE ACCEPT CASH CHCKS DEBIT AND CREDIT CARDS.  DELIVERY IS AVAILABLE          http;discountappliancestl.com<br><br><br><br><br>
General<br>
Ice Maker	Yes<br>
Refrigerator Features	Vegetable Crisper,,Dairy Door Bin,Gallon Door Storage,,Spill Proof Shelves,Water Filtration,Egg Bin<br>
Refrigerator Type	Standard<br>
# of Freezer Shelves/Bins	1<br>
Water/Ice Dispenser	Yes<br>
# of Refrigerator Door Shelves/Bins	6<br>
# of Refrigerator Shelves/Bins	6<br><br>
Refrigerator style	Bottom Freezer<br>
Type Of Door Swing	Split<br>
Appliance color white or black<br>
Energy Star Compliant	Energy star compliant<br><br></section>","
  "
http://stlouis.craigslist.org/ppd/3790801639.html,,"<section id=""postingbody"">
		Happy's has Washer &amp; Dryer sets starting at just $200 and SxS Refrigerators at $300<br><br>
We also have single piece Washers, Dryers, Stoves, and Refrigerators starting at $100<br><br>
Everything we sell also comes with a full 100% Six month warranty<br><br>
Open 7 days a week  Mon-Sat  8-7   &amp;   Sunday  9-5<br><br>
Phone # 314-291-0006
	</section>","
  "
http://stlouis.craigslist.org/ppd/3790803319.html,,"<section id=""postingbody"">
		Happy's has the best prices in town Washers, Dryers, Stoves, and Refrigerators all starting at just $100<br><br>
We also have Washer &amp; Dryer sets starting at only $200<br><br>
Everything we sell also comes with a full 100% Six month warranty at no extra charge<br><br>
Open 7 days a week Mon-Sat 8-7   &amp;   Sunday 9-5<br><br>
Phone # (314) 291-0006
	</section>","
  "
http://stlouis.craigslist.org/ppd/3799073105.html,,"<section id=""postingbody"">
		ALL MODELS &amp; MAKES ,,,,CALL 314--612-0032  or  314--667---5661  WE DELIVER TOO 
	</section>","
  "
http://stlouis.craigslist.org/ppd/3768324295.html,,"<section id=""postingbody"">
		 CLEARANCE***APPLIANCES~~~50% OFF - $219 (CRAZY CHEAP DEALS~~~ST, CHARLES)<br><br>
314-612--0032--or314--614-7434<br><br>
SAVE HUNDREDS!!!!<br><br>
ON NEW LG APPLIANCES<br><br>
50%OFF BIG STORE PRICING<br>
FRENCH DOOR STAINLESS FROM $899<br>
**MAKING ROOM FOR NEW INVENTORY, SAVE $$$OFF OUR ALREADY LOW LOW PRICES
	</section>","
  "
http://stlouis.craigslist.org/ppd/3790623379.html,,"<section id=""postingbody"">
		Happy's has Washers, Dryers, Stoves and Refrigerators all starting at only $100<br><br>
We also sell Washer &amp; Dryer sets starting at just $200 and SxS Refrigerators Starting at $300<br><br>
Everything we sell comes with an unheard of 100% Six month warranty<br><br>
Open 7 days a week  Mon-Sat  8-7   &amp;   Sunday  9-5<br><br>
Phone # 314-291-0006<br><br></section>","
  "
http://stlouis.craigslist.org/ppd/3805099306.html,,"<section id=""postingbody"">
		1.5 ton ac unit r410     14 seer   ac unit bryant....    call me at 314 556 5813
	</section>","
  "
http://stlouis.craigslist.org/ppd/3826672486.html,,"<section id=""postingbody"">
		Washers-Dryers-Refrigerators-Stoves On Sale starting at $150  <br><br> Frosty's Appliance<br> 7024 Highway 61/67<br> Barnhart, MO 63012<br><br> 636-487-0522<br><br> All Come With a Warranty and Delivery is Available!<br><br> Located 1/4 Mile South of Highway M on 61/67<br> Open until 6 PM Weekdays<br><br><br> '<a href=""http://s1169.photobucket.com/user/markwhitley1983/media/1_zpsf5f9f78a.jpg.html"" target=""_blank"" rel=""nofollow""><img src=""http://i1169.photobucket.com/albums/r511/markwhitley1983/1_zpsf5f9f78a.jpg"" border=""0"" alt="" photo 1_zpsf5f9f78a.jpg""></a><a href=""http://s1169.photobucket.com/user/markwhitley1983/media/laundry_zps9abf96f6.jpg.html"" target=""_blank"" rel=""nofollow""><img src=""http://i1169.photobucket.com/albums/r511/markwhitley1983/laundry_zps9abf96f6.jpg"" border=""0"" alt="" photo laundry_zps9abf96f6.jpg""></a>

	</section>","
  "
http://stlouis.craigslist.org/ppd/3826688231.html,,"<section id=""postingbody"">
		Gas Ranges On Sale starting at $125  <br><br> Frosty's Appliance<br> 7024 Highway 61/67<br> Barnhart, MO 63012<br><br> 636-487-0522<br><br> All Come With a Warranty and Delivery is Available!<br><br> Located 1/4 Mile South of Highway M on 61/67<br> Open until 6 PM Weekdays<br><br><br> '<a href=""http://s1169.photobucket.com/user/markwhitley1983/media/range_zpsd499aec9.jpg.html"" target=""_blank"" rel=""nofollow""><img src=""http://i1169.photobucket.com/albums/r511/markwhitley1983/range_zpsd499aec9.jpg"" border=""0"" alt="" photo range_zpsd499aec9.jpg""></a><a href=""http://s1169.photobucket.com/user/markwhitley1983/media/stove_zpsbbd31e00.jpg.html"" target=""_blank"" rel=""nofollow""><img src=""http://i1169.photobucket.com/albums/r511/markwhitley1983/stove_zpsbbd31e00.jpg"" border=""0"" alt="" photo stove_zpsbbd31e00.jpg""></a>

	</section>","
  "
http://stlouis.craigslist.org/ppd/3792046391.html,,"<section id=""postingbody"">
		CENTRAL AIR UNITS ... CLOSEOUT SALE ...  OLD MODEL CLEAR OUT SALE....   MAKING ROOM FOR NEW INVENTORY..  CALL TODAY FOR YOUR FREE CUSTOM QUOTE....  CALL ME AT 314 556 5813
	</section>","
  "
http://stlouis.craigslist.org/ppd/3790624825.html,,"<section id=""postingbody"">
		Happy's has Washer &amp; Dryer sets starting at only $200<br><br>
We also have single peace Washers, Dryers, Stoves, and Refrigerators all starting at just $100<br><br>
Everything we sell has an amazing 100% Six month warranty free of charge<br><br>
Open 7 days a week  Mon-Sat  8-7   &amp;   Sunday  9-5
	</section>","
  "
http://stlouis.craigslist.org/ppd/3826689819.html,,"<section id=""postingbody"">
		Washers-Dryers Sets On Sale starting at $250  <br><br> Frosty's Appliance<br> 7024 Highway 61/67<br> Barnhart, MO 63012<br><br> 636-487-0522<br><br> All Come With a Warranty and Delivery is Available!<br><br> Located 1/4 Mile South of Highway M on 61/67<br> Open until 6 PM Weekdays<br><br><br> '<a href=""http://s1169.photobucket.com/user/markwhitley1983/media/washeranddryer_zps645dd685.jpeg.html"" target=""_blank"" rel=""nofollow""><img src=""http://i1169.photobucket.com/albums/r511/markwhitley1983/washeranddryer_zps645dd685.jpeg"" border=""0"" alt="" photo washeranddryer_zps645dd685.jpeg""></a>

	</section>","
  "
http://stlouis.craigslist.org/ppd/3790662565.html,,"<section id=""postingbody"">
		Happy's has Washers, Dryers, Stoves, and Refrigerators all starting at just $100<br><br>
We also have Washer &amp; Dryer sets Starting as low as $200 and SxS Refrigerators starting at only $300<br><br>
Everything we sell has an amazing 100% Six month warranty free of charge <br><br>
Open 7 days a week Mon-Sat  8-7   &amp;   Sunday  9-5<br><br>
Phone # 314-291-0006
	</section>","
  "
http://stlouis.craigslist.org/ppd/3791194863.html,,"<section id=""postingbody"">
		French  doors  ,,,Starting  @  $599.00  &amp;   Up!!!       Call   ==314---612-0032
	</section>","
  "
http://stlouis.craigslist.org/ppd/3792823387.html,,"<section id=""postingbody"">
		We have kitchen packages ,,dish washers .///washers &amp; dryers ///call 314--612--0032  
	</section>","
  "
http://stlouis.craigslist.org/ppd/3783870679.html,,"<section id=""postingbody"">
		jump in to saving  ,,stainless ,,black  &amp;  white  ,,French  Doors ,,31 Cu.ft side by sides  ,,from $650.00 &amp; up! SMOOTH TOP Ranges from $599.00 to $899.00 for GAS   --------Pillow tops  SERTA ,SEALY &amp; PERFECT SLEEPERS    starting @ $199.00 &amp; up!!!!<br>
CALL     314-612-0032   *****&lt;&lt;&gt;&gt;13574 NORTHWEST INDUSTRIAL DRIVE<br>
 BRIDGETON, MO 63044<br></section>","
  "
http://stlouis.craigslist.org/ppd/3791991093.html,,"<section id=""postingbody"">
		This is one beautiful,Refrigerator,,,&amp; it Retails for $10,000. I am selling it for $2,000,----Call -314***612-0032---or--314-614-7434  -Can Deliver it too....<br>
Touch SensorÃ¢â€žÂ¢ Electronic Controls Give Digital Readout of Interior Temperature<br><br>
Exterior<br>
Stainless Steel Models Offer Wrapped Doors and Pro-StyleÃ‚Â® rounded handles.<br>
Grille Removes Easily for Servicing the Refrigerator without Damaging Cabinets<br>
Backlit Touch Sensor Ice and Water Dispenser Offers Style and Convenience<br>
Built-in Design Lets You Create A Refrigerator Personalized for the Way You Live<br></section>","
  "
http://stlouis.craigslist.org/ppd/3794380119.html,,"<section id=""postingbody"">
		We have everything for  your home Come  Take a L@@K !!CALL 314---612-0032===
	</section>","
  "
http://stlouis.craigslist.org/ppd/3826741619.html,,"<section id=""postingbody"">
		Electric Ranges Smooth and Coil Top On Sale starting at $125  <br><br> Frosty's Appliance<br> 7024 Highway 61/67<br> Barnhart, MO 63012<br><br> 636-487-0522<br><br> All Come With a Warranty and Delivery is Available!<br><br> Located 1/4 Mile South of Highway M on 61/67<br> Open until 6 PM Weekdays<br><br><br> '<a href=""http://s1169.photobucket.com/user/markwhitley1983/media/range_zpsd499aec9.jpg.html"" target=""_blank"" rel=""nofollow""><img src=""http://i1169.photobucket.com/albums/r511/markwhitley1983/range_zpsd499aec9.jpg"" border=""0"" alt="" photo range_zpsd499aec9.jpg""></a><a href=""http://s1169.photobucket.com/user/markwhitley1983/media/stove_zpsbbd31e00.jpg.html"" target=""_blank"" rel=""nofollow""><img src=""http://i1169.photobucket.com/albums/r511/markwhitley1983/stove_zpsbbd31e00.jpg"" border=""0"" alt="" photo stove_zpsbbd31e00.jpg""></a>

	</section>","
  "
http://stlouis.craigslist.org/ppd/3792837287.html,,"<section id=""postingbody"">
		WE HAVE TOP MOUNT ,&amp; SIDE BY SIDE REFRIGERATORS  FROM $139.00 TO $289.00 <br>
CALL ME AT 314-422-6581 CAN DELIVER TOO 
	</section>","
  "
http://stlouis.craigslist.org/ppd/3792872847.html,,"<section id=""postingbody"">
		ALL GREAT QUALITY ,AT GREAT PRICES CALL 314-422-6581 <br>
CAN DELIVER SAME DAY !!!!
	</section>","
  "
http://stlouis.craigslist.org/ppd/3813073707.html,,"<section id=""postingbody"">
		No membership needed to get great deals on half price appliances top name brand LG Samsung GE 314-614-7434 or 314-612-0032 Used appliances 99 dollars in up! Brand new scratching  and carton damage Damages not noticeable! But 50 percent of the price If you like to save tons of money definitely check us out!
	</section>","
  "
http://stlouis.craigslist.org/ppd/3809083196.html,,"<section id=""postingbody"">
		No membership needed to get great deals on half price appliances top name brand LG Samsung GE 314-614-7434 or 314-612-0032 Used appliances 99 dollars in up! Brand new scratching  and carton damage Damages not noticeable! But 50 percent of the price If you like to save tons of money definitely check us out!
	</section>","
  "
http://stlouis.craigslist.org/ppd/3796250612.html,,"<section id=""postingbody"">
		******    text or call~~*******314-614-7434~WHY PAY MORE AT BIG STORE's     BUY WHOLESALE  WARE HOUSE!!!!SAVE!!!BIG TIME!!!BEST BUY**HOME DEPO  SEARS  ***WE BLOW THEM A WAY***50%% 75%%%OFF ALL BIG GUYS!!!            SAVE A BUCK $1    OUR PRICES!!~~~GET A FRIDGE FOR $597=====$1100.                                                                                                                     SAME FRIDGES ARE IN STORES FOR $2000.=$2699.WAY TO MUCH!!!
	</section>","
  "
http://stlouis.craigslist.org/ppd/3826746251.html,,"<section id=""postingbody"">
		Washers On Sale starting at $125  <br><br> Frosty's Appliance<br> 7024 Highway 61/67<br> Barnhart, MO 63012<br><br> 636-487-0522<br><br> All Come With a Warranty and Delivery is Available!<br><br> Located 1/4 Mile South of Highway M on 61/67<br> Open until 6 PM Weekdays<br><br><br> '<a href=""http://s1169.photobucket.com/user/markwhitley1983/media/washeranddryer3_zps9f626457.jpg.html"" target=""_blank"" rel=""nofollow""><img src=""http://i1169.photobucket.com/albums/r511/markwhitley1983/washeranddryer3_zps9f626457.jpg"" border=""0"" alt="" photo washeranddryer3_zps9f626457.jpg""></a>

	</section>","
  "
http://stlouis.craigslist.org/ppd/3798684964.html,,"<section id=""postingbody"">
		314-614-7434..text or call best deals in Saint Louis and Saint Charles..314-440-8519%$$$$$699. S!!AND UP!WAY CHEAPER THEN THE BIG STORE
	</section>","
  "
http://stlouis.craigslist.org/ppd/3807658835.html,,"<section id=""postingbody"">
		Call or Text at 314-612-0032 for appointments.   fridges  New $749-$1100.  Diswasher  s$ 249.-and up! $399.New is half price of anybody box store
	</section>","
  "
http://stlouis.craigslist.org/ppd/3811928703.html,,"<section id=""postingbody"">
		SAVE...A..BUCK!!!!!SUPER CHEAP DEALS!****314-614-7434*******!314-667-5661!STARTING AT $597.AND UP!!!
	</section>","
  "
http://stlouis.craigslist.org/ppd/3826758642.html,,"<section id=""postingbody"">
		Gas Ranges On Sale starting at $125  <br><br> Frosty's Appliance<br> 7024 Highway 61/67<br> Barnhart, MO 63012<br><br> 636-487-0522<br><br> All Come With a Warranty and Delivery is Available!<br><br> Located 1/4 Mile South of Highway M on 61/67<br> Open until 6 PM Weekdays<br><br><br> '<a href=""http://s1169.photobucket.com/user/markwhitley1983/media/range_zpsd499aec9.jpg.html"" target=""_blank"" rel=""nofollow""><img src=""http://i1169.photobucket.com/albums/r511/markwhitley1983/range_zpsd499aec9.jpg"" border=""0"" alt="" photo range_zpsd499aec9.jpg""></a><a href=""http://s1169.photobucket.com/user/markwhitley1983/media/stove_zpsbbd31e00.jpg.html"" target=""_blank"" rel=""nofollow""><img src=""http://i1169.photobucket.com/albums/r511/markwhitley1983/stove_zpsbbd31e00.jpg"" border=""0"" alt="" photo stove_zpsbbd31e00.jpg""></a>

	</section>","
  "
http://stlouis.craigslist.org/ppd/3811209996.html,,"<section id=""postingbody"">
		!!WHITE SAMSUNG   NEW ON SALE WITH US STARTING AT $699. AND UP@..314-612-0032 314-614-7434
	</section>","
  "
http://stlouis.craigslist.org/ppd/3811123003.html,,"<section id=""postingbody"">
		No membership needed to get great deals on half price appliances top name brand LG Samsung GE 314-612-0032 Used appliances 99 dollars in up! Brand new scratching  and carton damage Damages not noticeable! But 50 percent of the price If you like to save tons of money definitely check us out!
	</section>","
  "
http://stlouis.craigslist.org/ppd/3797214288.html,,"<section id=""postingbody"">
		$649.-$1100.Tons of side by side 3 d or french doors for doors for half price of the big box stores *text or call314-614-7434
	</section>","
  "
http://stlouis.craigslist.org/ppd/3777849291.html,,"<section id=""postingbody"">
		We repair fridges stoves washer dryers<br>
Gives a call 314 243 5390
	</section>","
  "
http://stlouis.craigslist.org/ppd/3784556256.html,,"<section id=""postingbody"">
		ALL BRAND NEW TOP &amp; BOTTOMS REFRIGERATORS ,,ONLY $399.00 &amp; Up!!<br>
CALL US @ 314-612-0032-
	</section>","
  "
http://stlouis.craigslist.org/ppd/3809039718.html,,"<section id=""postingbody"">
		French  doors  ,,,Starting  @  $599.00  &amp;   Up!!!       Call  ==314---612-0032
	</section>","
  "
http://stlouis.craigslist.org/ppd/3804386366.html,,"<section id=""postingbody"">
		jump in to saving  ,,stainless ,,black  &amp;  white  ,,French  Doors ,,31 Cu.ft side by sides  ,,from $650.00 &amp; up! SMOOTH TOP Ranges from $599.00 to $899.00 for GAS   --------Pillow tops  SERTA ,SEALY &amp; PERFECT SLEEPERS    starting @ $199.00 &amp; up!!!!<br>
CALL     314-612-0032   *****&lt;&lt;&gt;&gt;13574 NORTHWEST INDUSTRIAL DRIVE<br>
 BRIDGETON, MO 63044<br></section>","
  "
http://stlouis.craigslist.org/ppd/3797534965.html,,"<section id=""postingbody"">
		SAVE A BUCK$$FRIDGES$$$699-$$1199$$$$$314-612-0032 text or call! Steve
	</section>","
  "
http://stlouis.craigslist.org/ppd/3813479748.html,,"<section id=""postingbody"">
		SAVE...A..BUCK!!!!!SUPER CHEAP DEALS!****314-614-7434*******!314-667-5661!STARTING AT $597.AND UP!!!
	</section>","
  "
http://stlouis.craigslist.org/ppd/3826760348.html,,"<section id=""postingbody"">
		Electric Dryers On Sale starting at $125  <br><br> Frosty's Appliance<br> 7024 Highway 61/67<br> Barnhart, MO 63012<br><br> 636-487-0522<br><br> All Come With a Warranty and Delivery is Available!<br><br> Located 1/4 Mile South of Highway M on 61/67<br> Open until 6 PM Weekdays<br><br><br> '<a href=""http://s1169.photobucket.com/user/markwhitley1983/media/1_zpsf5f9f78a.jpg.html"" target=""_blank"" rel=""nofollow""><img src=""http://i1169.photobucket.com/albums/r511/markwhitley1983/1_zpsf5f9f78a.jpg"" border=""0"" alt="" photo 1_zpsf5f9f78a.jpg""></a>

	</section>","
  "
http://stlouis.craigslist.org/ppd/3794364717.html,,"<section id=""postingbody"">
		IN  STAINLESS ,,,BLACK  AND WHITE   BRAND  NEW  OR  USED  BOTH  AT  GREAT  PRICES  /////RANGES  GAS  OR  ELECTRIC/////CALL 314-667-5661 or 314--612-0032   -
	</section>","
  "
http://stlouis.craigslist.org/ppd/3811875018.html,,"<section id=""postingbody"">
		$699.-$1199. 3-door French door sales normally retail at $2599. check out for yourself go to Samsung appliances.com or Best Buy or Sears we beat them all half price for more314-612-0032 314-614-7434
	</section>","
  "
http://stlouis.craigslist.org/ppd/3782601620.html,,"<section id=""postingbody"">
		DEALS ON OUR REFRIGERATORS,,RANGES,,TOP &amp; BOTTOMS ,,SIDE BY SIDES //ICE//WATER//<br>
CALL US @ 314-225--4650 CAN DELIVER !!!
	</section>","
  "
http://stlouis.craigslist.org/ppd/3813319058.html,,"<section id=""postingbody"">
		jump in to saving  ,,stainless ,,black  &amp;  white  ,,French  Doors ,,31 Cu.ft side by sides  ,,from $650.00 &amp; up! SMOOTH TOP Ranges from $599.00 to $899.00 for GAS   --------Pillow tops  SERTA ,SEALY &amp; PERFECT SLEEPERS    starting @ $199.00 &amp; up!!!!<br>
CALL     314-612-0032  or   **314***667---5661  *****&lt;&lt;&gt;&gt;
	</section>","
  "
http://stlouis.craigslist.org/ppd/3782050810.html,,"<section id=""postingbody"">
		$649.-$1100.Tons of side by side 3 d or french doors for doors for half price of the big box stores**text or call314-614-7434
	</section>","
  "
http://stlouis.craigslist.org/ppd/3809081228.html,,"<section id=""postingbody"">
		314-614-7434..text or call best deals in Saint Louis and Saint Charles..314-440-8519%$$$$$699. S!!AND UP!WAY CHEAPER THEN THE BIG STORE
	</section>","
  "
http://stlouis.craigslist.org/ppd/3782453269.html,,"<section id=""postingbody"">
		We have everything for  your home Come  Take a L@@K !!CALL 314---612---0032==
	</section>","
  "
http://stlouis.craigslist.org/ppd/3826774284.html,,"<section id=""postingbody"">
		Washers-Dryers Sets On Sale starting at $250  <br><br> Frosty's Appliance<br> 7024 Highway 61/67<br> Barnhart, MO 63012<br><br> 636-487-0522<br><br> All Come With a Warranty and Delivery is Available!<br><br> Located 1/4 Mile South of Highway M on 61/67<br> Open until 6 PM Weekdays<br><br><br> '<a href=""http://s1169.photobucket.com/user/markwhitley1983/media/washeranddryer_zps645dd685.jpeg.html"" target=""_blank"" rel=""nofollow""><img src=""http://i1169.photobucket.com/albums/r511/markwhitley1983/washeranddryer_zps645dd685.jpeg"" border=""0"" alt="" photo washeranddryer_zps645dd685.jpeg""></a>

	</section>","
  "
http://stlouis.craigslist.org/ppd/3809705049.html,,"<section id=""postingbody"">
		SAVE...A..BUCK!!!!!SUPER CHEAP DEALS!****314-614-7434*******!314-667-5661!STARTING AT $597.AND UP!!!
	</section>","
  "
http://stlouis.craigslist.org/ppd/3809236017.html,,"<section id=""postingbody"">
		Call or Text at 314-612-0032 for appointments.   fridges  New $669-$1100.  Diswasher  s$ 249.-and up! $399.New is half price of anybody box storeappliances use starting at $99 an up!
	</section>","
  "
http://stlouis.craigslist.org/ppd/3791204711.html,,"<section id=""postingbody"">
		TON 'S   of  refrigerators   Side  by Sides ,,French  Doors  ,,Cabinet  Depth  ,,,Top  &amp;  Bottom<br>
In  All Colors  ,,,Call   ---     314===612---0032   or  -314==667--5661==We  Deliver too !  
	</section>","
  "
