url,images,description,title
http://stlouis.craigslist.org/ppd/3779550938.html,,"
		ANDREW'S APPLIANCES HAS NICE GENTLY USED WASHERS , STARTING AS LOW AS $150*****  ALL OUR APPLIANCES OUR BACKED BY 100% WARRANTIES W/NO EXCUSES !!! ANDREWS HAS BEEN SERVING THE AREA SINCE 1969 WITH HARDWORK AND HONESTY!!! OUR #1 GOAL IS PLEASING OUR CUSTOMERS !!!! CALL US TODAY FOR ALL YOUR WASHER/DRYER NEEDS !!!! 618-719-6744
	","
  "
http://stlouis.craigslist.org/ppd/3778559222.html,,"
		Do you need a dryer? Andrews Appliance has you covered, we have have a large selection of dryers both gas and electric starting at $100. We also have brand new dryers that we gaurantee we have the lowest price on. Same day delivery is not a problem and all machines sold comes with our 100% warranty!! We are a small family owned and operated business that puts customer satisfaction first always and we have been serving the area since 1969!!","
  "
http://stlouis.craigslist.org/ppd/3826626086.html,,"
		Side by Side Refrigerators On Sale starting at $200  ","
  "
http://stlouis.craigslist.org/ppd/3826629320.html,,"
		314-614----7434","
  "
http://stlouis.craigslist.org/ppd/3766019388.html,,"
		ANDREW'S APPLIANCES HAS NICE GENTLY USED MATCHING WASHER/ DRYER SETS WITH WARRANTY STARTING AS LOW AS $349.99! ANDREW'S OFFERS SAME DAY DELIVERY A 100% WARRANTY! ANDREW'S HAS BEEN SERVING THE AREA SINCE 1969 WITH HARDWORK & HONESTY! WE ARE A FAMILY & CHRISTIAN OWNED AND OPERATED BUSINESS! **** WE ALSO TAKE TRADE INS* CERTAIN BRANDS ONLY* CALL US TODAY FOR ALL YOUR APPLIANCE NEEDS !!!! 618-719-6744
	","
  "
http://stlouis.craigslist.org/ppd/3826631064.html,,"
		314-614------7434","
  "
http://stlouis.craigslist.org/ppd/3791166599.html,,"
		ELECTRIC DRYER   SEVERAL TO CHOOSE FROM   ALL HAVE A 6 MONTH WARRANTY    DELIVERY IS AVAILABLE  STOP IN AND SEE US WE ARE OPEN 7 DAYS A WEEK   DISCOUNT  APPLIANCE  12671 NEW HALLS FERRY RD. FLORISSANT MO. 63033  OR GIVE US A CALL 314-839-5100   WE ACCEPT CASH,CHECKS,DEBIT/CREDIT CARDS ","
  "
http://stlouis.craigslist.org/ppd/3822161735.html,,"
		Cabinet  Depth  ,,,Side  by  Sides ,,French ,,,#  3 or 4  Doors   ///L  E  D  Lights  ","
  "
http://stlouis.craigslist.org/ppd/3826660978.html,,"
		314-614--7434","
  "
http://stlouis.craigslist.org/ppd/3826659483.html,,"
		$699.-and up!!!314-614-7434 toNs more 3 doors french are more!","
  "
http://stlouis.craigslist.org/ppd/3826662704.html,,"
		Electric Ranges Smooth and Coil Top On Sale starting at $125  ","
  "
http://stlouis.craigslist.org/ppd/3826662349.html,,"
		314-614-7434","
  "
http://stlouis.craigslist.org/ppd/3768670582.html,,"
		In  Stainless  white  and  Black  ,,LED Lights  ,,Loaded with Features ","
  "
http://stlouis.craigslist.org/ppd/3799058296.html,,"
		  White  ,,Black  &  Stainless ,,,French  Doors ,,,call   #314--^612=0032    
	","
  "
http://stlouis.craigslist.org/ppd/3790604540.html,,"
		Happy's has washer & Dryer sets starting at just $200 and SxS Refrigerators starting at $300","
  "
http://stlouis.craigslist.org/ppd/3807823118.html,,"
		REFRIGERATORS ,,3 OR 4 DOOR FRENCH SIDE BY SIDES ,,WATER//ICE //LED LIGHTS STARTING @ $799.00 & UP ,,RETAIL IS $3,200.","
  "
http://stlouis.craigslist.org/ppd/3799073105.html,,"
		ALL MODELS & MAKES ,,,,CALL 314--612-0032  or  314--667---5661  WE DELIVER TOO 
	","
  "
http://stlouis.craigslist.org/ppd/3810751762.html,,"
		  White  ,,Black  &  Stainless ,,,French  Doors ,,,call   #314--^612 *00*32**----  ","
  "
http://stlouis.craigslist.org/ppd/3790612994.html,,"
		Happy's has Washer & Dryer sets starting at just $200 and SxS Refrigerators at $300","
  "
http://stlouis.craigslist.org/ppd/3826672486.html,,"
		Washers-Dryers-Refrigerators-Stoves On Sale starting at $150  ","
  "
http://stlouis.craigslist.org/ppd/3768324295.html,,"
		 CLEARANCE***APPLIANCES~~~50% OFF - $219 (CRAZY CHEAP DEALS~~~ST, CHARLES)","
  "
http://stlouis.craigslist.org/ppd/3805099306.html,,"
		1.5 ton ac unit r410     14 seer   ac unit bryant....    call me at 314 556 5813
	","
  "
http://stlouis.craigslist.org/ppd/3790623379.html,,"
		Happy's has Washers, Dryers, Stoves and Refrigerators all starting at only $100","
  "
http://stlouis.craigslist.org/ppd/3792046391.html,,"
		CENTRAL AIR UNITS ... CLOSEOUT SALE ...  OLD MODEL CLEAR OUT SALE....   MAKING ROOM FOR NEW INVENTORY..  CALL TODAY FOR YOUR FREE CUSTOM QUOTE....  CALL ME AT 314 556 5813
	","
  "
http://stlouis.craigslist.org/ppd/3826688231.html,,"
		Gas Ranges On Sale starting at $125  ","
  "
http://stlouis.craigslist.org/ppd/3790624825.html,,"
		Happy's has Washer & Dryer sets starting at only $200","
  "
http://stlouis.craigslist.org/ppd/3826689819.html,,"
		Washers-Dryers Sets On Sale starting at $250  ","
  "
http://stlouis.craigslist.org/ppd/3790662565.html,,"
		Happy's has Washers, Dryers, Stoves, and Refrigerators all starting at just $100","
  "
http://stlouis.craigslist.org/ppd/3790800652.html,,"
		Happy's has Washer & Dryer sets starting at only $200","
  "
http://stlouis.craigslist.org/ppd/3826702466.html,,"
		FROST FREE REFRIGERATOR EXCELLENT CONDITION VERY CLEAN AND COMES WITH A 6 month warranty. STOP BY AND SEE US WE ARE OPEN 7 days A WEEK. DISCOUNT APPLIANCE 12671 NEW HALLS FERRY RD. FLORISSANT MO. 63033 WE ACCEPT CASH CHECKS DEBIT AND CREDIT CAEDS  OR GIVE US A CLL 314-839-5100 http;//DISCOUNTAPPLIANCESTL.COM 
	","
  "
http://stlouis.craigslist.org/ppd/3826703789.html,,"
		Side by Side Refrigerators On Sale starting at $200  ","
  "
http://stlouis.craigslist.org/ppd/3826707266.html,,"
		Washers On Sale starting at $125  ","
  "
http://stlouis.craigslist.org/ppd/3826710498.html,,"
		FROST FREE REFRIGERATOR EXCELLENT CONDITION VERY CLEAN AND COMES WITH A 6 month warranty. STOP BY AND SEE US WE ARE OPEN 7 days A WEEK. DISCOUNT APPLIANCE 12671 NEW HALLS FERRY RD. FLORISSANT MO. 63033 WE ACCEPT CASH CHECKS DEBIT AND CREDIT CAEDS  OR GIVE US A CLL 314-839-5100 http;//DISCOUNTAPPLIANCESTL.COM 
	","
  "
http://stlouis.craigslist.org/ppd/3826708656.html,,"
		BOTTOM FREEZER REFRIGERATOR FROST FREE EXCELLENT CONDITION COMES WITH A FULL 6 month warranty! STOP BY AND SEE US WE ARE OPEN 7 days a week DISCOUNT APPLIANCE12671 NEW HALLS FERRY RD. FLORISSANT MO. 63033 or give us a call 314-839-5100 WE ACCEPT CASH CHECKS DEBIT AND CREDIT CARDS DELIVERY IS AVAILABLE.              ","
  "
http://stlouis.craigslist.org/ppd/3826714846.html,,"
		BOTTOM FREEZER REFRIGERATOR FROST FREE EXCELLENT CONDITION COMES WITH A FULL 6 month warranty! STOP BY AND SEE US WE ARE OPEN 7 days a week DISCOUNT APPLIANCE12671 NEW HALLS FERRY RD. FLORISSANT MO. 63033 or give us a call 314-839-5100 WE ACCEPT CASH CHECKS DEBIT AND CREDIT CARDS DELIVERY IS AVAILABLE.              ","
  "
http://stlouis.craigslist.org/ppd/3826717964.html,,"
		Top Mount Refrigerators On Sale starting at $150  ","
  "
http://stlouis.craigslist.org/ppd/3826712905.html,,"
		WASHER SUPER CAPACITY  HEAVY DUTY  WORKS GREAT AND COMES WITH A FULL 6 MONTH WARRANTY   WE DELIVER AND INSTALL  STOP BY AND SEE US WE ARE OPEN 7 DAYS A WEEK    DISCOUNT APPLIANCE 12671 NEW HALLS FERRY RD.  FLORISSANT MO. 63303  OR GIVE US A CALL  314-839-5100  www.discountappliancestl.com  PROUDLY SERVING ST.LOUIS OVER 20 YEARS     
	","
  "
http://stlouis.craigslist.org/ppd/3826718270.html,,"
		FRENCH DOOR BOTTOM FREEZER EXCELLENT CONDITION  VERY CLEAN AND COMES WITH A 6 month warranty,  STOP BY AND SEE US WE ARE OPEN 7 DAYS A WEEK DISCOUNT APPLIANCE 12671 NEW HALLS FERRY RD. FLORISSANT MO. 63033 or give us a call 314-839-5100 WE ACCEPT CASH CHCKS DEBIT AND CREDIT CARDS.  DELIVERY IS AVAILABLE          http;discountappliancestl.com","
  "
http://stlouis.craigslist.org/ppd/3826723888.html,,"
		I went to Frosty's Appliance in Barnhart looking for a particular size refrigerator last week. ","
  "
http://stlouis.craigslist.org/ppd/3790801639.html,,"
		Happy's has Washer & Dryer sets starting at just $200 and SxS Refrigerators at $300","
  "
http://stlouis.craigslist.org/ppd/3826732285.html,,"
		Washers-Dryers-Refrigerators-Stoves On Sale starting at $150  ","
  "
http://stlouis.craigslist.org/ppd/3826732292.html,,"
		314-614-7434 ~~~~~","
  "
http://stlouis.craigslist.org/ppd/3790803319.html,,"
		Happy's has the best prices in town Washers, Dryers, Stoves, and Refrigerators all starting at just $100","
  "
http://stlouis.craigslist.org/ppd/3783870679.html,,"
		jump in to saving  ,,stainless ,,black  &  white  ,,French  Doors ,,31 Cu.ft side by sides  ,,from $650.00 & up! SMOOTH TOP Ranges from $599.00 to $899.00 for GAS   --------Pillow tops  SERTA ,SEALY & PERFECT SLEEPERS    starting @ $199.00 & up!!!!","
  "
http://stlouis.craigslist.org/ppd/3792823387.html,,"
		We have kitchen packages ,,dish washers .///washers & dryers ///call 314--612--0032  
	","
  "
http://stlouis.craigslist.org/ppd/3791194863.html,,"
		French  doors  ,,,Starting  @  $599.00  &   Up!!!       Call   ==314---612-0032
	","
  "
http://stlouis.craigslist.org/ppd/3794380119.html,,"
		We have everything for  your home Come  Take a L@@K !!CALL 314---612-0032===
	","
  "
http://stlouis.craigslist.org/ppd/3791991093.html,,"
		This is one beautiful,Refrigerator,,,& it Retails for $10,000. I am selling it for $2,000,----Call -314***612-0032---or--314-614-7434  -Can Deliver it too....","
  "
http://stlouis.craigslist.org/ppd/3792872847.html,,"
		ALL GREAT QUALITY ,AT GREAT PRICES CALL 314-422-6581 ","
  "
http://stlouis.craigslist.org/ppd/3796250612.html,,"
		******    text or call~~*******314-614-7434~WHY PAY MORE AT BIG STORE's     BUY WHOLESALE  WARE HOUSE!!!!SAVE!!!BIG TIME!!!BEST BUY**HOME DEPO  SEARS  ***WE BLOW THEM A WAY***50%% 75%%%OFF ALL BIG GUYS!!!            SAVE A BUCK $1    OUR PRICES!!~~~GET A FRIDGE FOR $597=====$1100.                                                                                                                     SAME FRIDGES ARE IN STORES FOR $2000.=$2699.WAY TO MUCH!!!
	","
  "
http://stlouis.craigslist.org/ppd/3826746251.html,,"
		Washers On Sale starting at $125  ","
  "
http://stlouis.craigslist.org/ppd/3826741619.html,,"
		Electric Ranges Smooth and Coil Top On Sale starting at $125  ","
  "
http://stlouis.craigslist.org/ppd/3792837287.html,,"
		WE HAVE TOP MOUNT ,& SIDE BY SIDE REFRIGERATORS  FROM $139.00 TO $289.00 ","
  "
http://stlouis.craigslist.org/ppd/3813073707.html,,"
		No membership needed to get great deals on half price appliances top name brand LG Samsung GE 314-614-7434 or 314-612-0032 Used appliances 99 dollars in up! Brand new scratching  and carton damage Damages not noticeable! But 50 percent of the price If you like to save tons of money definitely check us out!
	","
  "
http://stlouis.craigslist.org/ppd/3809083196.html,,"
		No membership needed to get great deals on half price appliances top name brand LG Samsung GE 314-614-7434 or 314-612-0032 Used appliances 99 dollars in up! Brand new scratching  and carton damage Damages not noticeable! But 50 percent of the price If you like to save tons of money definitely check us out!
	","
  "
http://stlouis.craigslist.org/ppd/3807658835.html,,"
		Call or Text at 314-612-0032 for appointments.   fridges  New $749-$1100.  Diswasher  s$ 249.-and up! $399.New is half price of anybody box store
	","
  "
